query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_080.sparql,7,9,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'notexists': 2, 'optional': 1, 'Order': 1}",Error,0.0003849,0.00038500000000000003,9.480389115314732e-06,0.0011453,0.0011394999999999999,1.895638268353022e-05,,"ParseException, cause: Unexpected input: NOT EXISTS {?country wdt:P31 wd:Q3024240}
  #and no an ancient civilisation (needed to exclude ancient Egypt)
  FILTER NOT EXISTS {?country wdt:P31 wd:Q28171280}
  OPTIONAL { ?country wdt:P36 ?capital } .

  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY ?countryLabel"
Query_081.sparql,7,8,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 3, 'minus': 2}",Error,0.0003754,0.00037549999999999997,6.995236474439824e-06,0.001165,0.00116,2.2939534045446993e-05,,"ParseException, cause: Unexpected input: a wikibase:BestRank;
                     ps:P463 wd:Q1065.
  MINUS { ?memberOfStatement pq:P582 ?endTime. }
  MINUS { ?state wdt:P576|wdt:P582 ?end. }
}"
Query_082.sparql,11,14,"{'select': 2, 'distinct': 1, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 2}",Success,0.0003967,0.00039349999999999997,2.0483326552751796e-05,0.029047899999999998,0.0304245,0.003857963350151361,0,Empty Response
Query_083.sparql,16,17,"{'select': 3, 'NumbericFunc': 1, 'PropertyPath': 1, 'as': 2, 'where': 3, 'SetFunc': 1, 'distinct': 1, 'filter': 1, 'notexists': 1, 'groupby': 1, 'Order': 2}",Error,0.00040160000000000006,0.0004,1.2375603240066958e-05,0.001188,0.0011845,3.004441157131673e-05,,"ParseException, cause: Unexpected input: ROUND(?wikiPersons/?population*1000000) AS ?wikiPersonsPerM)
WHERE
{
  { SELECT ?country (count(*) as ?wikiPersons) WHERE {
    {SELECT DISTINCT ?person ?country WHERE {
      wd:Q458 wdt:P150 ?country .   # European Union  contains administrative territorial entity
      # BIND( wd:Q30 AS ?country ) # use instead of previous line to check individual countries
      ?person wdt:P31 wd:Q5 .
      ?person wdt:P27 ?country .
      FILTER NOT EXISTS{ ?person wdt:P570 ?date } # only count living people
    } }
  } GROUP BY ?country  }
  ?country wdt:P1082 ?population
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY DESC(?wikiPersonsPerM)"
Query_084.sparql,5,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'limit': 1}",Success,0.0003884,0.000384,1.3953892328347379e-05,0.0018997,0.0018825,6.742576164444361e-05,100,
Query_085.sparql,5,5,"{'select': 1, 'distinct': 1, 'groupby': 1, 'Order': 2}",Error,0.0003872,0.000384,9.635582205785201e-06,0.0011545,0.0011524999999999999,1.6426604437111536e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_086.sparql,8,9,"{'select': 2, 'PropertyPath': 1, 'as': 2, 'SetFunc': 1, 'where': 1, 'groupby': 1, 'Order': 1}",Error,0.000384,0.00038199999999999996,9.333333333333328e-06,0.0012175,0.0012209999999999999,2.638707596111732e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_087.sparql,9,10,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 3, 'TermFunc': 3, 'Order': 1}",Error,0.000383,0.000386,6.7823299831252544e-06,0.0012153,0.001216,2.3079813209334623e-05,,"ParseException, cause: Expected a token of type FLOAT but got a token of type AGGREGATE (?langcode) in the input at pos 2054 : ?langcode)
  ?item rdfs:label ?itemLabel_en . FILTER(lang(?itemLabel_en)='en')
  ?officiallanguage rdfs:label ?official_language . FILTER(lang(?official_language)='en')
}
ORDER BY ?item ?itemLabel_lol ?official_language"
Query_088.sparql,8,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1, 'in': 1, 'optional': 1, 'groupby': 1}",Error,0.0003839,0.0003775,1.5372775358477792e-05,0.0011604,0.0011589999999999999,2.390350973764687e-05,,"ParseException, cause: Unexpected input: in (wd:Q34770, wd:Q33384)).
  optional { 
    ?wikipedia wdt:P31 wd:Q10876391;
               wdt:P407 ?language. 
  }
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""nl,en"". }
} group by ?language ?languageLabel ?wikipediaLabel"
Query_089.sparql,9,7,"{'select': 1, 'where': 1, 'values': 1, 'PropertyPath': 1, 'optional': 2, 'limit': 1}",Error,0.0004949,0.0004575,0.00010931651293377409,49.470387599999995,49.050394499999996,1.2912607000872482,,"Tried to allocate 65635MB, but only 33083MB  were available. Clear the cache or allow more memory for QLever during startup"
Query_090.sparql,12,10,"{'select': 1, 'distinct': 1, 'where': 1, 'optional': 3, 'PropertyPath': 2, 'filter': 1, 'bound': 1}",Error,0.0004105,0.000407,9.582971007643368e-06,0.0074483,0.009975999999999999,0.004189127383278449,,"ParseException, cause: Unexpected input: BOUND(?ended)).
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}"
Query_091.sparql,6,8,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2, 'limit': 1}",Success,0.0003922,0.000385,2.0247359224243435e-05,0.0027845,0.00273,0.00015521400996330496,100,
Query_092.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1, 'NumbericFunc': 1}",Error,0.0003842,0.0003835,1.1688550903436331e-05,0.0012445,0.001228,8.407172863427726e-05,,"ParseException, cause: Unexpected input: abs(?populatie - ?populatie2) < 1000)
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],nl"" }
}"
Query_093.sparql,7,6,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 1, 'filter': 1, 'StringFunc': 1}",Success,0.0003859,0.000381,2.147065180400653e-05,0.0043691,0.0043545,0.00010769241178261129,108,
Query_094.sparql,7,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.000387,0.0003855,8.472176684759215e-06,0.0036425,0.0036274999999999996,6.695977233467203e-05,12,
Query_095.sparql,5,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0003819,0.00037799999999999997,1.3320410404087909e-05,0.0016889000000000001,0.0016995,3.8396903810362506e-05,54,
Query_096.sparql,5,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0003806,0.0003805,1.1057425860780919e-05,0.0016977,0.001682,7.478272230639612e-05,44,
Query_097.sparql,6,6,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'PropertyPath': 2}",Success,0.0003893,0.0003865,1.8178436554213214e-05,0.0102753,0.0029885,0.017389783533570638,76,
Query_098.sparql,15,10,"{'select': 1, 'where': 1, 'filter': 4, 'TermFunc': 3, 'limit': 1}",Error,0.0003798,0.000377,1.1496859474559883e-05,0.001291,0.001284,4.261455150532498e-05,,"ParseException, cause: Expected a token of type FLOAT but got a token of type AGGREGATE (?langCode) in the input at pos 2304 : ?langCode)
  FILTER(lang(?countryLabel)=?langCode)
  FILTER(lang(?langLabel)=?langCode)
} LIMIT 100"
Query_106.sparql,3,2,"{'select': 1, 'where': 1}",Error,0.0003746,0.000369,1.1964763079792072e-05,0.0011388000000000001,0.00112,5.845568121805326e-05,,"ParseException, cause: Unexpected input: [ps:P31 wd:Q2039348];
        wdt:P47 wd:Q213246.
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""nl"". }
}"
Query_107.sparql,7,6,"{'select': 1, 'where': 1, 'optional': 2, 'groupby': 1, 'Order': 1}",Error,0.0003937,0.0003925,1.2771931029496752e-05,0.0015538,0.0015539999999999998,2.9939939879699126e-05,,"BAD QUERY (Groupby variable ?border_cityLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))"
Query_108.sparql,8,7,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2, 'limit': 1}",Error,0.0003835,0.00038449999999999997,1.1683321445547927e-05,0.0025762,0.002575,3.571118716717319e-05,,"CHECK FAILED (Variable could not be mapped to result column. Var: ?itemLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)"
Query_109.sparql,12,12,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 1}",Error,0.00038920000000000003,0.0003875,1.0379466909881906e-05,0.008085400000000001,0.0083465,0.0008919996512206594,,"CHECK FAILED (Variable could not be mapped to result column. Var: ?continentLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)"
Query_110.sparql,5,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1}",Success,0.00038899999999999997,0.00038500000000000003,2.0714997251052467e-05,0.0031271,0.0021255,0.0030716469143875678,77,
Query_111.sparql,6,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.0003919,0.000387,1.9621133730977146e-05,0.0016493,0.001616,7.989444425128836e-05,10,
Query_112.sparql,25,53,"{'select': 2, 'SetFunc': 11, 'as': 10, 'StringFunc': 5, 'DateFunc': 2, 'if': 3, 'bound': 1, 'where': 2, 'PropertyPath': 5, 'optional': 5, 'filter': 1, 'exists': 2, 'TermFunc': 3, 'groupby': 1}",Error,0.00041809999999999997,0.000415,1.0692157042534594e-05,0.0017176000000000001,0.001715,2.6584038653130052e-05,,"ParseException, cause: Unexpected input: CONCAT(SAMPLE(?sKey),"": "",STR(YEAR(SAMPLE(?s)))) AS ?start)
       (CONCAT(SAMPLE(?eKey),"": "",STR(YEAR(SAMPLE(?e)))) AS ?end)
       (SAMPLE(?article) AS ?article) (IF(BOUND(?article),CONCAT(?bridgeLabel,"" in Wikipedia""),1/0) AS ?articleLabel)
WHERE {
  {
    SELECT ?bridge ?watercourse WHERE {
      ?bridge wdt:P31/wdt:P279* wd:Q12280; wdt:P177 ?watercourse.
      ?watercourse wdt:P31/wdt:P279* wd:Q355304.
      # the following actually yields a perf penalty atm
      #?bridge wdt:P17 wd:Q183.
      #OPTIONAL { ?bridge wdt:P17 ?country. }. FILTER(!BOUND(?country) || ?country = wd:Q183).
    }
  }

  # wd:Q1202, wd:Q183 work as well atm and take progressively more time to complete
  ?bridge (p:P131|ps:P131)+ wd:Q24186.

  OPTIONAL { ?bridge wdt:P625 ?loc. }.
  OPTIONAL { ?bridge wdt:P18 ?pic. }.
  OPTIONAL { ?bridge wdt:P571 ?s. }.
  OPTIONAL { ?bridge wdt:P576 ?e. }.
  
  OPTIONAL {
    ?article schema:about ?bridge.
    FILTER (IF(EXISTS {?article schema:inLanguage ""[AUTO_LANGUAGE]"".},
               SUBSTR(str(?article), 1, 25) = ""https://[AUTO_LANGUAGE].wikipedia.org/"",
               IF(EXISTS {?article schema:inLanguage ""en"".},
                  SUBSTR(str(?article), 1, 25) = ""https://en.wikipedia.org/"",
                  SUBSTR(str(?article), 1, 25) = ""https://de.wikipedia.org/""
               )
            )).
  }

  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en,de"".
#    ?bridge rdfs:label ?bridgeLabel.
#    ?watercourse rdfs:label ?watercourseLabel.
#    wd:P571 rdfs:label ?sKey.
#    wd:P576 rdfs:label ?eKey.
#  }
}
GROUP BY ?bridge ?watercourse"
Query_113.sparql,12,5,"{'select': 1, 'distinct': 1, 'filter': 1, 'Order': 2}",Error,0.0003849,0.00038449999999999997,1.2206100478403773e-05,0.0011206,0.0011205,3.017799050816854e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_114.sparql,6,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}",Success,0.0004091,0.000401,1.9421923465792756e-05,0.018411,0.0174265,0.006164839332861806,2407,
Query_115.sparql,10,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}",Error,0.0003866,0.0003865,1.4369721252998909e-05,0.0012803,0.0012845,4.730762212488712e-05,,"ParseException, cause: Unexpected input: a wikibase:BestRank .
  
  ?item p:P2044 ?p_triples .
  
  ?item wdt:P625 ?coord .
  
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}
ORDER BY DESC(?elevation)"
Query_116.sparql,7,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}",Error,0.0003782,0.0003805,1.0716550025285394e-05,0.0012119,0.001194,6.818838284895416e-05,,"ParseException, cause: Unexpected input: [ a wikibase:BestRank ; psv:P2044 [ wikibase:quantityAmount ?elevation ; wikibase:quantityUnit ?unit ] ] .

  ?item wdt:P625 ?coord .
  
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}
ORDER BY DESC(?elevation)"
Query_117.sparql,6,4,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'filter': 1}",Error,0.0003792,0.0003775,9.577751997902904e-06,0.0011706,0.001173,2.4423122013552863e-05,,"ParseException, cause: Unexpected input: [ a wikibase:BestRank; psn:P2044/wikibase:quantityAmount ?elevation ]
  FILTER(?elevation >= 8000 )
  ?item wdt:P625 ?coord.
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
}"
Query_118.sparql,6,4,"{'select': 1, 'PropertyPath': 2, 'filter': 1}",Error,0.0003773,0.0003745,1.1065963833103524e-05,0.0011279,0.0011185000000000001,3.257623537352206e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_120.sparql,10,7,"{'select': 1, 'PropertyPath': 2, 'optional': 1, 'filter': 1, 'TermFunc': 1, 'Order': 1}",Error,0.00037799999999999997,0.00037549999999999997,8.01387685344752e-06,0.0011153,0.0011220000000000002,2.8562018291585967e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_121.sparql,3,2,"{'select': 1, 'distinct': 1}",Error,0.00039690000000000005,0.0003955,1.0969148655306939e-05,0.0012247,0.001189,8.847730405778272e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_122.sparql,9,9,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'Order': 2}",Success,0.00040029999999999997,0.0003925,2.231616255343001e-05,0.0019727,0.0019835,9.009630649723918e-05,48,
Query_123.sparql,11,7,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'bind': 1, 'as': 1, 'filter': 1, 'optional': 1}",Error,0.0003793,0.00037799999999999997,4.0290610982378225e-06,0.0012553,0.0012535,4.2240186236963224e-05,,"ParseException, cause: Expected ')' but got '*' in the input at pos 32 : *1000 && ?unit = wd:Q11573)
       || (?elev < ?km*3281 && ?unit = wd:Q3710)
       || (?elev < ?km      && ?unit = wd:Q828224) ).
  ?place wdt:P625 ?location.
  optional { ?place wdt:P18 ?image }
  #SERVICE wikibase:label { bd:serviceParam wikibase:l"
Query_124.sparql,5,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.0003896,0.00037799999999999997,2.634894052265987e-05,0.0015573,0.0015509999999999999,6.169828018492724e-05,41,
Query_126.sparql,3,3,"{'select': 1, 'filter': 1, 'in': 1}",Error,0.0003816,0.0003815,8.604908160140023e-06,0.0011481,0.0011185000000000001,7.821260199680812e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_127.sparql,6,4,"{'select': 1, 'where': 1, 'minus': 2}",Success,0.00040429999999999996,0.0004015,1.9726181136302647e-05,0.002739,0.0027055,0.0002071719629250595,352,
Query_128.sparql,10,16,"{'select': 2, 'where': 2, 'optional': 3, 'SetFunc': 2, 'as': 2, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}",Error,0.0003856,0.0003865,7.705697747626592e-06,0.0011785,0.001168,2.450963529353756e-05,,"ParseException, cause: Expected a token of type IRI but got a token of type KEYWORD (select) in the input at pos 2019 : SELECT ?emergencyNumber (COUNT(?state) as ?countries) (SUM(?pop) as ?population) WHERE {
    ?state wdt:P2852 ?emergencyNumber .
    OPTIONAL{?state wdt:P1082 ?pop} .
    ?state wdt:P31/wdt:P279* wd:Q6256
  } GROUP BY ?emergencyNumber } .
  OPTIONAL{?"
Query_129.sparql,16,20,"{'select': 3, 'PropertyPath': 5, 'as': 2, 'where': 3, 'SetFunc': 1, 'distinct': 1, 'filter': 1, 'notexists': 1, 'groupby': 1, 'Order': 2}",Error,0.00039519999999999996,0.000398,1.1213087591441213e-05,0.0013455,0.001328,8.707755164219989e-05,,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT"
Query_130.sparql,10,11,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Error,0.0003848,0.000383,1.0507140429250949e-05,0.0011808,0.001177,2.4580028026383177e-05,,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT"
Query_131.sparql,18,10,"{'select': 1, 'distinct': 1, 'DateFunc': 1, 'as': 1, 'where': 1, 'optional': 2, 'minus': 1, 'union': 1, 'Order': 1}",Error,0.0003984,0.000395,1.2842637320010764e-05,0.001141,0.001134,3.093002855909879e-05,,"ParseException, cause: Unexpected input: year(?dateCreation) as ?AnneeCreation) ?lieuLabel ?coord ?lien
WHERE
{
  ?item wdt:P136 wd:Q1164267 .    # genre :récit de voyage
  ?item  wdt:P31 wd:Q571 .        # nature : livre
  OPTIONAL{
    ?item wdt:P50 ?auteur .       # [option] auteur
  }
  OPTIONAL{
    ?item wdt:P571 ?dateCreation. # [option] date de création              
  }
 
  ?item  wdt:P840 ?lieu .         # lieu de l'action
  MINUS {?item  wdt:P840 wd:Q933} # (bug du Pôle Sud)
  ?lieu wdt:P625 ?coord .         # coordonnées géographiques du lieu
 
  {
    ?item wdt:P953 ?lien .        # URL, texte intégral disponible sur
    ?item wdt:P407 wd:Q150        # langue de l'œuvre : français
  }UNION{
    ?ed wdt:P629 ?item .          # édition du livre
    ?ed wdt:P953 ?lien .          # URL, texte intégral disponible sur 
    ?ed wdt:P407 wd:Q150          # langue de l'œuvre : français
  }

  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fr"". }
} ORDER BY ?dateCreation"
Query_132.sparql,4,3,"{'select': 1, 'where': 1, 'Order': 1}",Error,0.000388,0.000385,1.686548085423136e-05,0.0012705,0.0012439999999999999,7.252317637218537e-05,,"CHECK FAILED (Variable could not be mapped to result column. Var: ?placeLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)"
Query_133.sparql,9,10,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'filter': 3, 'TermFunc': 1, 'StringFunc': 1, 'notexists': 1}",Error,0.00038209999999999996,0.00038250000000000003,6.590397054300527e-06,0.0012753999999999999,0.001248,8.667333307694279e-05,,"ParseException, cause: Unexpected input: not exists { ?item wdt:P131 wd:Q33788 } # excluding Koumac, New Caledonia...
}"
Query_134.sparql,9,15,"{'select': 2, 'where': 2, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'PropertyPath': 2, 'filter': 2, 'notexists': 1, 'groupby': 1, 'Order': 2}",Error,0.0003838,0.0003815,1.8593905811672105e-05,0.0013158,0.0013055,3.788227377899413e-05,,"ParseException, cause: Unexpected input: NOT EXISTS { ?country wdt:P576 ?end }
    }
    GROUP BY ?item
  }
  FILTER ( ?count > 1 )
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . }
}
ORDER BY DESC(?count) ?itemL"
Query_135.sparql,8,3,"{'select': 1, 'where': 1, 'Order': 1}",Success,0.00040800000000000005,0.0004065,1.1633285577743431e-05,0.0147016,0.013704000000000001,0.0023174447230612525,10969,
Query_136.sparql,6,6,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'minus': 1, 'Order': 1}",Error,0.0004021,0.00039999999999999996,1.1278790321267237e-05,0.0012584,0.001246,4.723040451987589e-05,,"ParseException, cause: Unexpected input: [] } .
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""fr"" }
}
ORDER BY ?streetLabel"
Query_137.sparql,7,7,"{'select': 1, 'where': 1, 'bind': 1, 'TermFunc': 1, 'as': 1, 'union': 1, 'minus': 1}",Error,0.00039709999999999995,0.0003975,6.419588079550829e-06,0.0014747999999999999,0.0014845,5.993477936705682e-05,,This parser does not yet support relational expressions = < etc.
Query_138.sparql,2,4,"{'select': 1, 'where': 1, 'Order': 1, 'limit': 1}",Error,0.0003879,0.0003875,9.158481193832192e-06,0.0012005,0.001199,5.694685631748644e-05,,"ASSERT FAILED (lastRow.size() > 0; 0 <= 0; in ../src/engine/QueryPlanner.cpp, line 93, function QueryExecutionTree QueryPlanner::createExecutionTree(ParsedQuery&))"
Query_139.sparql,6,11,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 4, 'optional': 1, 'Order': 2, 'limit': 1}",Success,0.0003898,0.000384,1.8866784451929143e-05,0.002754,0.0027495,6.341223155757187e-05,10,
Query_140.sparql,6,2,"{'select': 1, 'where': 1}",Success,0.0003973,0.0003875,2.2808624099961244e-05,0.0033101,0.0032884999999999998,8.36493341940694e-05,5,
Query_141.sparql,6,14,"{'select': 1, 'PropertyPath': 3, 'optional': 2, 'bind': 2, 'NumbericFunc': 2, 'as': 2, 'StringFunc': 1, 'TermFunc': 1}",Error,0.0003834,0.00038100000000000005,1.2393546707863733e-05,0.0011516,0.001151,3.0452877988422995e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_142.sparql,6,2,"{'select': 1, 'where': 1}",Success,0.00039160000000000003,0.000389,1.1692352676476675e-05,0.0064860000000000004,0.0064849999999999994,0.0002484503080206493,2493,
Query_143.sparql,28,26,"{'select': 3, 'where': 3, 'SetFunc': 5, 'as': 5, 'NumbericFunc': 1, 'DateFunc': 2, 'PropertyPath': 2, 'groupby': 2, 'filter': 1, 'Order': 2}",Error,0.0004142,0.0004115,9.600925881277171e-06,0.0013567000000000002,0.0013440000000000001,9.351179367093525e-05,,"ParseException, cause: Unexpected input: round(avg(?birthYear)) as ?avgBirthYear)
        (avg(?deathYear - ?birthYear) as ?avgAge)
    WHERE {
      {
        # Get people with occupation + birth/death dates; combine multiple birth/death dates using avg
        SELECT
          ?p
            ?occ
            (avg(year(?birth)) as ?birthYear)
            (avg(year(?death)) as ?deathYear)
        WHERE {
           ?p  wdt:P31 wd:Q5 ;
              wdt:P106 ?occ ;
              p:P569/psv:P569 [
                wikibase:timePrecision ""9""^^xsd:integer ; # precision of at least year
                wikibase:timeValue ?birth ;
              ] ;
              p:P570/psv:P570 [
                wikibase:timePrecision ""9""^^xsd:integer ; # precision of at least year
                wikibase:timeValue ?death ;
              ] .
        }
        GROUP BY ?p ?occ
      }
    }
    GROUP BY ?occ
  }
 
  FILTER (?count > 300) # arbitrary number to weed out values with 'few' observations
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . }
}
ORDER BY ASC(?avgAge)"
Query_144.sparql,6,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'having': 1, 'Order': 2, 'limit': 1}",Error,0.000375,0.00037850000000000004,1.1294049564064942e-05,0.0012406000000000001,0.0012405,1.547901805671155e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_145.sparql,10,13,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'Order': 4, 'limit': 2}",Success,0.0003922,0.0003835,2.2329850474694693e-05,0.0016669,0.001652,0.00011999208307217602,10,
Query_146.sparql,5,2,"{'select': 1, 'Order': 1}",Error,0.0003764,0.0003745,8.099382692526636e-06,0.0011326,0.0011380000000000001,2.6870884697836852e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_147.sparql,11,14,"{'select': 1, 'SetFunc': 1, 'as': 2, 'where': 1, 'PropertyPath': 1, 'bind': 1, 'StringFunc': 1, 'TermFunc': 1, 'DateFunc': 2, 'filter': 2, 'groupby': 1}",Error,0.0003792,0.000379,5.308274463305179e-06,0.001255,0.001256,2.9185232186463337e-05,,"ParseException, cause: Unexpected input: [
                wikibase:timePrecision ?precision ;
                wikibase:timeValue ?date ;
              ] .
  BIND(CONCAT(STR(YEAR(?date)),""-"",STR(MONTH(?date))) as ?yearmonth).
  FILTER( ?date >= ""2000-01-01T00:00:00""^^xsd:dateTime )
  FILTER( ?precision >= ""10""^^xsd:integer ) # precision of at least month
}
GROUP BY ?yearmonth"
Query_148.sparql,9,7,"{'select': 1, 'where': 1, 'optional': 5}",Success,0.0003974,0.000388,2.689155175060666e-05,0.0039828,0.0039305,0.00020407395173754496,942,
Query_149.sparql,6,2,"{'select': 1, 'where': 1}",Success,0.00039,0.0003875,1.1045361017187263e-05,0.0036522,0.003633,5.220429952493297e-05,3,
Query_150.sparql,8,6,"{'select': 1, 'where': 1, 'optional': 4}",Success,0.0003902,0.00038599999999999995,1.4785879149452776e-05,0.0022159,0.002198,9.7124719361814e-05,2,
Query_151.sparql,7,3,"{'select': 1, 'where': 1, 'filter': 1}",Success,0.00039319999999999996,0.000386,1.6497811302647915e-05,0.0058316,0.0058325,5.1238440430771524e-05,127,
Query_152.sparql,8,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0004041,0.000399,1.7400191569826645e-05,0.0253435,0.0253145,0.00010980310661462263,0,Empty Response
Query_153.sparql,7,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'filter': 2, 'TermFunc': 2, 'groupby': 1}",Error,0.0003867,0.0003855,1.2867271142968362e-05,0.0013438999999999999,0.00133,6.369449653532787e-05,,"ParseException, cause: Expected '.' but got 'filter' in the input at pos 111 : filter (lang(?genderlabel) = ""en"") .
   ?subj rdfs:label ?label filter (lang(?label) = ""en"")
}
GROUP BY ?genderlabel"
Query_154.sparql,11,20,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'filter': 2, 'TermFunc': 2, 'Order': 2}",Error,0.00038,0.00037600000000000003,1.9430788855719573e-05,0.0011502,0.0011389999999999998,6.135108438777227e-05,,"ParseException, cause: Unexpected input: YEAR(?inception) AS ?start) (YEAR(?dissolution) AS ?end)
WHERE
{
  ?item wdt:P31/wdt:P279* wd:Q1752346 .
  OPTIONAL { ?item wdt:P1342 ?seats . }
  OPTIONAL {
    ?item wdt:P1001 ?j .
    ?j rdfs:label ?jurisdiction filter (lang(?jurisdiction) = ""en"") .
  }
  OPTIONAL { ?item wdt:P571 ?inception . }
  OPTIONAL { ?item wdt:P576 ?dissolution . }
  OPTIONAL { ?item rdfs:label ?title filter (lang(?title) = ""en"") . }
}
ORDER BY DESC(?seats) ?title"
Query_155.sparql,10,13,"{'select': 1, 'distinct': 1, 'filter': 3, 'notexists': 2, 'bind': 1, 'DateFunc': 2, 'as': 1, 'Order': 2}",Error,0.000382,0.00037949999999999995,1.1508451001088049e-05,0.0011319,0.0011215,3.075512604067459e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_156.sparql,7,13,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'PropertyPath': 6, 'groupby': 1, 'Order': 2}",Error,0.00037600000000000003,0.000374,7.4386378681404744e-06,0.0012404,0.0012375,2.6841924090662433e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
